"","accession","genus","species","seqlength","latitude","longitude","genetype","dnasource","taxa","vertebrate"
"220","KF562432","Schizodon","scotorhabdotus","633",7.6366,-66.3178,"genomic DNA","mitochondrion",NA,"Vertebrata"
"221","KF562387","Caenotropus","mestomorgmatos","596",-3.781,-73.3639,"genomic DNA","mitochondrion",NA,"Vertebrata"
"222","KF562412","Caenotropus","mestomorgmatos","633",-3.7792,-73.3683,"genomic DNA","mitochondrion",NA,"Vertebrata"
"223","KF562455","Chilodus","punctatus","985",-7.9364,-63.4598,"genomic DNA","mitochondrion",NA,"Vertebrata"
"224","KF562483","Chilodus","punctatus","704",3.3822,-59.8579,"genomic DNA",NA,NA,"Vertebrata"
"225","KF562388","Caenotropus","mestomorgmatos","596",-3.781,-73.3639,"genomic DNA","mitochondrion",NA,"Vertebrata"
"226","KF562433","Curimatella","dorsalis","633",-19.576,-56.2471,"genomic DNA","mitochondrion",NA,"Vertebrata"
"227","KF562413","Caenotropus","mestomorgmatos","633",-3.7517,-73.3163,"genomic DNA","mitochondrion",NA,"Vertebrata"
"228","KF562456","Chilodus","punctatus","985",-1.5667,-47.1643,"genomic DNA","mitochondrion",NA,"Vertebrata"
"229","KF562485","Caenotropus","labyrinthicus","1210",7.6366,-66.3178,"genomic DNA",NA,NA,"Vertebrata"
"230","KF562389","Caenotropus","schizodon","597",-4.2803,-59.9906,"genomic DNA","mitochondrion",NA,"Vertebrata"
"231","KF562434","Cyphocharax","gouldingi","633",-15.8982,-52.2168,"genomic DNA","mitochondrion",NA,"Vertebrata"
"232","KF562414","Caenotropus","mestomorgmatos","633",-3.7517,-73.2872,"genomic DNA","mitochondrion",NA,"Vertebrata"
"233","KF562457","Chilodus","punctatus","985",-15.5405,-52.4385,"genomic DNA","mitochondrion",NA,"Vertebrata"
"234","KF562486","Caenotropus","labyrinthicus","1210",-3.7517,-73.2872,"genomic DNA",NA,NA,"Vertebrata"
"235","KF562390","Caenotropus","schizodon","597",-4.2803,-59.9906,"genomic DNA","mitochondrion",NA,"Vertebrata"
"236","KF562435","Prochilodus","reticulatus","616",9.0856,-72.2307,"genomic DNA","mitochondrion",NA,"Vertebrata"
"237","KF562415","Caenotropus","mestomorgmatos","633",-3.781,-73.3639,"genomic DNA","mitochondrion",NA,"Vertebrata"
"238","KF562458","Chilodus","punctatus","979",-3.7517,-73.2872,"genomic DNA","mitochondrion",NA,"Vertebrata"
"239","KF562487","Caenotropus","maculosus","1210",4.6467,-57.2147,"genomic DNA",NA,NA,"Vertebrata"
"240","KF562391","Chilodus","fritillus","596",-12.2771,-69.1524,"genomic DNA","mitochondrion",NA,"Vertebrata"
"241","KF562436","Semaprochilodus","laticeps","472",-2.0528,-60.1088,"genomic DNA","mitochondrion",NA,"Vertebrata"
"242","KF562416","Caenotropus","mestomorgmatos","633",-3.781,-73.3639,"genomic DNA","mitochondrion",NA,"Vertebrata"
"243","KF562459","Chilodus","punctatus","967",3.3822,-59.8579,"genomic DNA","mitochondrion",NA,"Vertebrata"
"244","KF562488","Caenotropus","maculosus","1204",4.25,-54.5259,"genomic DNA",NA,NA,"Vertebrata"
"245","KF562392","Chilodus","gracilis","597",0.0089,-66.9266,"genomic DNA","mitochondrion",NA,"Vertebrata"
"246","KF562437","Caenotropus","labyrinthicus","985",7.6366,-66.3178,"genomic DNA","mitochondrion",NA,"Vertebrata"
"247","KF562417","Caenotropus","schizodon","633",-4.2803,-59.9906,"genomic DNA","mitochondrion",NA,"Vertebrata"
"248","KF562460","Chilodus","punctatus","985",3.3822,-59.8579,"genomic DNA","mitochondrion",NA,"Vertebrata"
"249","KF562489","Caenotropus","maculosus","1210",3.29,-54.0772,"genomic DNA",NA,NA,"Vertebrata"
"250","KF562393","Chilodus","gracilis","597",0.0089,-66.9266,"genomic DNA","mitochondrion",NA,"Vertebrata"
"251","KF562438","Caenotropus","labyrinthicus","985",-3.7517,-73.2872,"genomic DNA","mitochondrion",NA,"Vertebrata"
"252","KF562418","Chilodus","fritillus","633",-12.2771,-69.1524,"genomic DNA","mitochondrion",NA,"Vertebrata"
"253","KF562462","Caenotropus","labyrinthicus","704",7.6366,-66.3178,"genomic DNA",NA,NA,"Vertebrata"
"254","KF562490","Caenotropus","mestomorgmatos","1210",-3.7792,-73.3683,"genomic DNA",NA,NA,"Vertebrata"
"255","KF562394","Chilodus","gracilis","597",0.2739,-66.6435,"genomic DNA","mitochondrion",NA,"Vertebrata"
"256","KF562439","Caenotropus","maculosus","656",4.6467,-57.2147,"genomic DNA","mitochondrion",NA,"Vertebrata"
"257","KF562491","Caenotropus","mestomorgmatos","1210",-3.7517,-73.3163,"genomic DNA",NA,NA,"Vertebrata"
"258","KF562463","Caenotropus","labyrinthicus","704",-3.7517,-73.2872,"genomic DNA",NA,NA,"Vertebrata"
"259","KF562395","Chilodus","gracilis","597",0.2739,-66.6435,"genomic DNA","mitochondrion",NA,"Vertebrata"
"260","KF562440","Caenotropus","maculosus","985",4.25,-54.5259,"genomic DNA","mitochondrion",NA,"Vertebrata"
"261","KF562492","Caenotropus","mestomorgmatos","1150",-3.7517,-73.2872,"genomic DNA",NA,NA,"Vertebrata"
"262","KF562464","Caenotropus","maculosus","596",4.6467,-57.2147,"genomic DNA",NA,NA,"Vertebrata"
"263","KF562494","Caenotropus","schizodon","1210",-4.2803,-59.9906,"genomic DNA",NA,NA,"Vertebrata"
"264","KF585008","Chilodus","punctatus","595",-10.079,-67.5428,"genomic DNA",NA,NA,"Vertebrata"
"265","KF585009","Chilodus","zunevei","490",5.3965,-54.7359,"genomic DNA",NA,NA,"Vertebrata"
"266","KF585010","Anostomus","ternetzi","594",-8.1844,-55.1797,"genomic DNA",NA,NA,"Vertebrata"
"267","KF585011","Chilodus","punctatus","599",-1.5667,-47.1643,"genomic DNA","mitochondrion",NA,"Vertebrata"
"268","KF585012","Chilodus","zunevei","633",5.3965,-54.7359,"genomic DNA","mitochondrion",NA,"Vertebrata"
"269","KF585013","Anostomus","ternetzi","632",-8.1844,-55.1797,"genomic DNA","mitochondrion",NA,"Vertebrata"
"270","KF585014","Chilodus","punctatus","985",-10.079,-67.5428,"genomic DNA","mitochondrion",NA,"Vertebrata"
"271","KF585015","Chilodus","zunevei","681",5.3965,-54.7359,"genomic DNA","mitochondrion",NA,"Vertebrata"
"272","KF585016","Anostomus","ternetzi","985",-8.1844,-55.1797,"genomic DNA","mitochondrion",NA,"Vertebrata"
"273","KF585017","Chilodus","punctatus","704",-10.079,-67.5428,"genomic DNA",NA,NA,"Vertebrata"
"274","KF585018","Chilodus","zunevei","674",5.3965,-54.7359,"genomic DNA",NA,NA,"Vertebrata"
"275","KF585019","Anostomus","ternetzi","704",-8.1844,-55.1797,"genomic DNA",NA,NA,"Vertebrata"
"276","KF585020","Chilodus","zunevei","1210",5.3965,-54.7359,"genomic DNA",NA,NA,"Vertebrata"
"277","KF585021","Anostomus","ternetzi","961",-8.1844,-55.1797,"genomic DNA",NA,NA,"Vertebrata"
"278","JQ601063","Sylvilagus","floridanus","657",6.05,-67.417,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"279","HQ919697","Euphractus","sexcinctus","657",1.994,-56.092,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"280","JQ627261","Cabassous","unicinctus","552",-21.98,-47.87,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"281","JQ627360","Cabassous","unicinctus","663",-21.98,-47.87,"genomic DNA","mitochondrion","Mammalia","Vertebrata"
"282","JN026718","Geotria","australis","652",-36.8084,-73.0256,"genomic DNA","mitochondrion",NA,"Vertebrata"
"283","JN027251","Mordacia","lapicida","652",-36.8084,-73.0256,"genomic DNA","mitochondrion",NA,"Vertebrata"
"284","JN027252","Mordacia","lapicida","652",-36.8084,-73.0256,"genomic DNA","mitochondrion",NA,"Vertebrata"
"285","JN026715","Geotria","australis","639",-36.8084,-73.0256,"genomic DNA","mitochondrion",NA,"Vertebrata"
"286","JN027253","Mordacia","lapicida","652",-36.8084,-73.0256,"genomic DNA","mitochondrion",NA,"Vertebrata"
"287","JQ943357","Sturnella","loyca","226",-34.162,-70.741,"genomic DNA","mitochondrion","Aves","Vertebrata"
"288","JQ943358","Sturnella","loyca","226",-33.193,-70.668,"genomic DNA","mitochondrion","Aves","Vertebrata"
"289","JN801526","Cacicus","cela","716",-3.13,-62.78,"genomic DNA","mitochondrion","Aves","Vertebrata"
"290","JN801482","Molothrus","badius","773",-27.08,-65.33,"genomic DNA","mitochondrion","Aves","Vertebrata"
"291","JN801691","Gnorimopsar","chopi","750",-8.885,-43.455,"genomic DNA","mitochondrion","Aves","Vertebrata"
"292","JN801699","Psarocolius","bifasciatus","708",-9.967,-50.951,"genomic DNA","mitochondrion","Aves","Vertebrata"
"293","JN801750","Icterus","cayanensis","715",-8.885,-43.455,"genomic DNA","mitochondrion","Aves","Vertebrata"
"294","JN801751","Icterus","chrysocephalus","737",-3.13,-62.78,"genomic DNA","mitochondrion","Aves","Vertebrata"
"295","JN801752","Icterus","jamacaii","732",-8.885,-43.455,"genomic DNA","mitochondrion","Aves","Vertebrata"
"296","JN801954","Psarocolius","viridis","705",-3.075,-60.82,"genomic DNA","mitochondrion","Aves","Vertebrata"
"297","JQ173926","Chrysomus","thilius","652",-33.196,-53.669,"genomic DNA","mitochondrion","Aves","Vertebrata"
"298","JQ173927","Chrysomus","thilius","649",-33.742,-53.746,"genomic DNA","mitochondrion","Aves","Vertebrata"
"299","JQ174225","Cacicus","cela","652",2.2,-59.367,"genomic DNA","mitochondrion","Aves","Vertebrata"
"300","JQ174229","Cacicus","haemorrhous","626",5.667,-57.883,"genomic DNA","mitochondrion","Aves","Vertebrata"
"301","JQ174446","Chrysomus","icterocephalus","614",6.733,-58.217,"genomic DNA","mitochondrion","Aves","Vertebrata"
"302","JQ174447","Chrysomus","icterocephalus","649",6.683,-57.933,"genomic DNA","mitochondrion","Aves","Vertebrata"
"303","JQ174445","Chrysomus","icterocephalus","648",6.733,-58.217,"genomic DNA","mitochondrion","Aves","Vertebrata"
"304","JQ174950","Gnorimopsar","chopi","652",-34.279,-54.648,"genomic DNA","mitochondrion","Aves","Vertebrata"
"305","JQ174951","Gnorimopsar","chopi","652",-32.283,-55.45,"genomic DNA","mitochondrion","Aves","Vertebrata"
"306","JQ174952","Gnorimopsar","chopi","633",-34.279,-54.648,"genomic DNA","mitochondrion","Aves","Vertebrata"
"307","JQ175135","Icterus","cayanensis","652",1.383,-58.933,"genomic DNA","mitochondrion","Aves","Vertebrata"
"308","JQ175139","Icterus","croconotus","652",3.704,-59.667,"genomic DNA","mitochondrion","Aves","Vertebrata"
"309","JQ175140","Icterus","croconotus","652",3.883,-59.583,"genomic DNA","mitochondrion","Aves","Vertebrata"
"310","JQ174980","Psarocolius","bifasciatus","652",-3.65,-52.367,"genomic DNA","mitochondrion","Aves","Vertebrata"
"311","JQ175203","Lampropsar","tanagrinus","652",8.25,-59.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"312","JQ175201","Lampropsar","tanagrinus","652",8.25,-59.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"313","JQ175202","Lampropsar","tanagrinus","652",8.25,-59.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"314","JQ175403","Molothrus","oryzivorus","652",1.65,-58.617,"genomic DNA","mitochondrion","Aves","Vertebrata"
"315","JQ175404","Molothrus","rufoaxillaris","652",-33.913,-58.106,"genomic DNA","mitochondrion","Aves","Vertebrata"
"316","JQ175405","Molothrus","rufoaxillaris","652",-33.887,-58.184,"genomic DNA","mitochondrion","Aves","Vertebrata"
"317","JQ175402","Molothrus","oryzivorus","651",1.65,-58.617,"genomic DNA","mitochondrion","Aves","Vertebrata"
"318","JQ175994","Psarocolius","decumanus","652",7.367,-60.483,"genomic DNA","mitochondrion","Aves","Vertebrata"
"319","JQ175996","Psarocolius","viridis","652",5.517,-60.733,"genomic DNA","mitochondrion","Aves","Vertebrata"
"320","JQ175997","Psarocolius","viridis","652",5.984,-61.045,"genomic DNA","mitochondrion","Aves","Vertebrata"
"321","JQ176012","Pseudoleistes","virescens","652",-33.767,-57.383,"genomic DNA","mitochondrion","Aves","Vertebrata"
"322","JQ176010","Pseudoleistes","virescens","600",-33.767,-57.383,"genomic DNA","mitochondrion","Aves","Vertebrata"
"323","JQ176011","Pseudoleistes","virescens","652",-33.767,-57.383,"genomic DNA","mitochondrion","Aves","Vertebrata"
"324","JQ176297","Sturnella","militaris","643",6.733,-58.217,"genomic DNA","mitochondrion","Aves","Vertebrata"
"325","JQ176299","Sturnella","superciliaris","652",-30.132,-57.038,"genomic DNA","mitochondrion","Aves","Vertebrata"
"326","JQ176296","Sturnella","militaris","652",6.733,-58.217,"genomic DNA","mitochondrion","Aves","Vertebrata"
"327","JQ176298","Sturnella","militaris","652",6.733,-58.217,"genomic DNA","mitochondrion","Aves","Vertebrata"
"328","JQ176300","Sturnella","superciliaris","652",-31.723,-54.624,"genomic DNA","mitochondrion","Aves","Vertebrata"
"329","FJ899539","Psarocolius","angustifrons","909",-3.386197,-72.632553,"genomic DNA","mitochondrion","Aves","Vertebrata"
"330","FJ899538","Psarocolius","angustifrons","920",0.03,-78.81,"genomic DNA","mitochondrion","Aves","Vertebrata"
"331","DQ433027","Molothrus","bonariensis","652",-35.45,-58.4,"genomic DNA","mitochondrion","Aves","Vertebrata"
"332","DQ433161","Quiscalus","mexicanus","600",8.25,-78.25,"genomic DNA","mitochondrion","Aves","Vertebrata"
"333","DQ433160","Quiscalus","mexicanus","620",8.25,-78.25,"genomic DNA","mitochondrion","Aves","Vertebrata"
"334","DQ433162","Quiscalus","mexicanus","578",8.25,-78.25,"genomic DNA","mitochondrion","Aves","Vertebrata"
"335","DQ433809","Molothrus","bonariensis","678",-27.503,-58.4842,"genomic DNA","mitochondrion","Aves","Vertebrata"
"336","FJ027066","Amblyramphus","holosericeus","694",-27.918,-59.14,"genomic DNA","mitochondrion","Aves","Vertebrata"
"337","FJ027067","Amblyramphus","holosericeus","675",-33.73,-59.26,"genomic DNA","mitochondrion","Aves","Vertebrata"
"338","FJ027068","Amblyramphus","holosericeus","694",-33.73,-59.26,"genomic DNA","mitochondrion","Aves","Vertebrata"
"339","FJ027021","Molothrus","badius","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"340","FJ027022","Molothrus","badius","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"341","FJ027023","Molothrus","badius","669",-25.122,-58.334,"genomic DNA","mitochondrion","Aves","Vertebrata"
"342","FJ027024","Molothrus","badius","691",-33.89,-59.35,"genomic DNA","mitochondrion","Aves","Vertebrata"
"343","FJ027025","Molothrus","badius","675",-25.122,-58.334,"genomic DNA","mitochondrion","Aves","Vertebrata"
"344","FJ027026","Molothrus","badius","619",-33.89,-59.35,"genomic DNA","mitochondrion","Aves","Vertebrata"
"345","FJ027027","Molothrus","badius","694",-32.75,-59.93,"genomic DNA","mitochondrion","Aves","Vertebrata"
"346","FJ027028","Molothrus","badius","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"347","FJ027029","Chrysomus","cyanopus","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"348","FJ027030","Chrysomus","cyanopus","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"349","FJ027031","Chrysomus","cyanopus","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"350","FJ027032","Chrysomus","cyanopus","666",-33.73,-59.26,"genomic DNA","mitochondrion","Aves","Vertebrata"
"351","FJ027033","Chrysomus","cyanopus","694",-25.122,-58.334,"genomic DNA","mitochondrion","Aves","Vertebrata"
"352","FJ027034","Chrysomus","cyanopus","685",-25.122,-58.334,"genomic DNA","mitochondrion","Aves","Vertebrata"
"353","FJ027035","Chrysomus","cyanopus","694",-33.73,-59.26,"genomic DNA","mitochondrion","Aves","Vertebrata"
"354","FJ027036","Chrysomus","thilius","666",-33.73,-59.26,"genomic DNA","mitochondrion","Aves","Vertebrata"
"355","FJ027037","Chrysomus","thilius","694",-33.73,-59.26,"genomic DNA","mitochondrion","Aves","Vertebrata"
"356","FJ027038","Chrysomus","thilius","694",-34.25,-58.87,"genomic DNA","mitochondrion","Aves","Vertebrata"
"357","FJ027255","Cacicus","chrysopterus","694",-24.117,-64.45,"genomic DNA","mitochondrion","Aves","Vertebrata"
"358","FJ027256","Cacicus","chrysopterus","694",-24.117,-64.45,"genomic DNA","mitochondrion","Aves","Vertebrata"
"359","FJ027257","Cacicus","chrysopterus","694",-24.117,-64.45,"genomic DNA","mitochondrion","Aves","Vertebrata"
"360","FJ027258","Cacicus","chrysopterus","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"361","FJ027259","Cacicus","chrysopterus","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"362","FJ027260","Cacicus","chrysopterus","670",-25.122,-58.334,"genomic DNA","mitochondrion","Aves","Vertebrata"
"363","FJ027261","Cacicus","chrysopterus","673",-25.122,-58.334,"genomic DNA","mitochondrion","Aves","Vertebrata"
"364","FJ027262","Cacicus","haemorrhous","694",-25.679,-54.449,"genomic DNA","mitochondrion","Aves","Vertebrata"
"365","FJ027263","Cacicus","haemorrhous","672",-25.679,-54.449,"genomic DNA","mitochondrion","Aves","Vertebrata"
"366","FJ027264","Cacicus","solitarius","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"367","FJ027265","Cacicus","solitarius","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"368","FJ027376","Chrysomus","ruficapillus","694",-33.73,-59.26,"genomic DNA","mitochondrion","Aves","Vertebrata"
"369","FJ027511","Dolichonyx","oryzivorus","694",-30.136,-59.201,"genomic DNA","mitochondrion","Aves","Vertebrata"
"370","FJ027463","Curaeus","curaeus","694",-41.79,-71.563,"genomic DNA","mitochondrion","Aves","Vertebrata"
"371","FJ027464","Curaeus","curaeus","694",-41.79,-71.563,"genomic DNA","mitochondrion","Aves","Vertebrata"
"372","FJ027512","Dolichonyx","oryzivorus","694",-30.136,-59.201,"genomic DNA","mitochondrion","Aves","Vertebrata"
"373","FJ027465","Curaeus","curaeus","694",-41.79,-71.563,"genomic DNA","mitochondrion","Aves","Vertebrata"
"374","FJ027372","Chrysomus","ruficapillus","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"375","FJ027373","Chrysomus","ruficapillus","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"376","FJ027374","Chrysomus","ruficapillus","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"377","FJ027375","Chrysomus","ruficapillus","694",-30.136,-59.201,"genomic DNA","mitochondrion","Aves","Vertebrata"
"378","FJ027680","Icterus","cayanensis","694",-33.73,-59.26,"genomic DNA","mitochondrion","Aves","Vertebrata"
"379","FJ027633","Gnorimopsar","chopi","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"380","FJ027674","Icterus","cayanensis","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"381","FJ027675","Icterus","cayanensis","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"382","FJ027676","Icterus","cayanensis","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"383","FJ027677","Icterus","cayanensis","694",-25.122,-58.334,"genomic DNA","mitochondrion","Aves","Vertebrata"
"384","FJ027678","Icterus","cayanensis","644",-25.122,-58.334,"genomic DNA","mitochondrion","Aves","Vertebrata"
"385","FJ027679","Icterus","cayanensis","694",-33.73,-59.26,"genomic DNA","mitochondrion","Aves","Vertebrata"
"386","FJ027835","Molothrus","bonariensis","694",-41.154,-70.408,"genomic DNA","mitochondrion","Aves","Vertebrata"
"387","FJ027836","Molothrus","bonariensis","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"388","FJ027837","Molothrus","bonariensis","694",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"389","FJ027838","Molothrus","bonariensis","694",-27.58,-58.66,"genomic DNA","mitochondrion","Aves","Vertebrata"
"390","FJ027839","Molothrus","bonariensis","694",-40.827,-65.11,"genomic DNA","mitochondrion","Aves","Vertebrata"
"391","FJ027840","Molothrus","bonariensis","694",-40.827,-65.11,"genomic DNA","mitochondrion","Aves","Vertebrata"
"392","FJ027841","Molothrus","bonariensis","691",-26.18,-58.95,"genomic DNA","mitochondrion","Aves","Vertebrata"
"393","FJ027842","Molothrus","bonariensis","694",-38.98,-61.3,"genomic DNA","mitochondrion","Aves","Vertebrata"
"394","FJ027843","Molothrus","rufoaxillaris","672",-27.551,-58.684,"genomic DNA","mitochondrion","Aves","Vertebrata"
"395","FJ027844","Molothrus","rufoaxillaris","694",-33.62,-59.808,"genomic DNA","mitochondrion","Aves","Vertebrata"
"396","FJ027845","Molothrus","rufoaxillaris","676",-33.62,-59.808,"genomic DNA","mitochondrion","Aves","Vertebrata"
"397","FJ028159","Psarocolius","decumanus","694",-23.933,-65.217,"genomic DNA","mitochondrion","Aves","Vertebrata"
"398","FJ028163","Pseudoleistes","guirahuro","671",-27.5801,-58.6599,"genomic DNA","mitochondrion","Aves","Vertebrata"
"399","FJ028164","Pseudoleistes","virescens","680",-33.73,-59.26,"genomic DNA","mitochondrion","Aves","Vertebrata"
"400","FJ028165","Pseudoleistes","virescens","694",-33.73,-59.26,"genomic DNA","mitochondrion","Aves","Vertebrata"
"401","FJ028333","Sturnella","loyca","683",-40.58,-62.68,"genomic DNA","mitochondrion","Aves","Vertebrata"
"402","FJ028334","Sturnella","loyca","694",-38.73,-62.27,"genomic DNA","mitochondrion","Aves","Vertebrata"
"403","FJ028335","Sturnella","loyca","694",-41.154,-70.408,"genomic DNA","mitochondrion","Aves","Vertebrata"
"404","FJ028336","Sturnella","loyca","694",-41.154,-70.408,"genomic DNA","mitochondrion","Aves","Vertebrata"
