Name and Taxonomic classification,,,,,,Environment,,,,,,Impact - Status- Year & Country of first introduction in Europe,,,,,,,,Pathways of introduction in Europe,,,,,,,,,,,,,,,,,,,,,,
NAME,Kingdom,Phylum,Class,Order,Family,TER,FW,MAR,EST,PAR,NA,IMPACT,STATUS,YEAR OF INTRODUCTION,CATEGORY,COUNTRY,NOTES,CITATION,PARTLY NATIVE,RELEASE: Biocontrol,RELEASE: Game animals,RELEASE: Landscaping-Erosion control,"RELEASE: Pets, Terrarium-Aquarium species",RELEASE: Other,ESCAPE: Cultivation and Livestock,ESCAPE: Aquaculture,ESCAPE: Ornamental planting,ESCAPE: Use of live food-bait,"ESCAPE: Pets, Terrarium-Aquarium species","ESCAPE: Zoos, botanical gardens",CONTAMINANT: Trade of contaminated commodities,CONTAMINANT: Packaging materials,CONTAMINANT: Aquaculture,STOWAWAY: Shipping,STOWAWAY: Aviation,STOWAWAY: Land transport,CORRIDOR: Lessepsian migrants,CORRIDOR: Inland canals,CORRIDOR: Railroads and Highways,OTHER,UNKNOWN,COMMENTS
Acizzia hollisi,Animalia,Arthropoda,Insecta,Hemiptera,Psyllidae,1,0,0,0,0,0,,A,1987,2,Italy,,"Mifsud D, Coquempot C, Mühlethaler R, Wilson M, Streito J-C, 2010, Other Hemiptera Sternorrhyncha (Aleyrodidae, Phylooxeroidea, and Psylloidea) and Hemiptera Auchenorrhyncha., BioRisk, 4, 511-552",1,,,,,,,,,,,,p,,,,,,,,,,,
Acizzia jamatonica,Animalia,Arthropoda,Insecta,Hemiptera,Psyllidae,1,0,0,0,0,0,,A,2002,2,Italy,,"Mifsud D, Coquempot C, Mühlethaler R, Wilson M, Streito J-C, 2010, Other Hemiptera Sternorrhyncha (Aleyrodidae, Phylooxeroidea, and Psylloidea) and Hemiptera Auchenorrhyncha., BioRisk, 4, 511-552",1,,,,,,,,,,,,p,,,,,,,,,,,
Acizzia uncatoides,Animalia,Arthropoda,Insecta,Hemiptera,Psyllidae,1,0,0,0,0,0,,A,1974,2,France,,"Mifsud D, Coquempot C, Mühlethaler R, Wilson M, Streito J-C, 2010, Other Hemiptera Sternorrhyncha (Aleyrodidae, Phylooxeroidea, and Psylloidea) and Hemiptera Auchenorrhyncha., BioRisk, 4, 511-552",1,,,,,,,,,,,,p,,,,,,,,,,,
Aclees cribratus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,1,0,0,0,0,0,,Q,2005,2,Italy,,"Ciampolini M, Regalin, R, Peerin H, 2005, Aclees cribratus, nuovo per l'Italia nocivo al fico allevato in vivaio., Inftore agrario, 61, 69-71",,,,,,,,,,,,,p,,,,,,,,,,,
Acleris undulana,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,1,0,0,0,0,0,,A,1998,3,Spain,,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668,,,,,,,,,,,,,p,,,,,,,,,,,
Acleris variegana,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,1,0,0,0,0,0,,A,2005,3,Portugal (Azores),,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668,1,,,,,,,,,,,,p,,,,,,,,,,,
Aclypea opaca,Animalia,Arthropoda,Insecta,Coleoptera,Silphidae,1,0,0,0,0,0,,A,2005,3,Portugal (Azores),,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Acomys minous,Animalia,Chordata,Mammalia,Rodentia,Muridae,1,0,0,0,0,0,,A,2003,3,Greece,,"Long JL (2003) Introduced mammals of the world. CABI and CSIRO publishing, Melbourne, Australia",,,,,,,,,,,,,,,,,,,,,,,p,
Acomys nesiotes,Animalia,Chordata,Mammalia,Rodentia,Muridae,1,0,0,0,0,0,,A,2003,3,Cyprus,,"Long JL (2003) Introduced mammals of the world. CABI and CSIRO publishing, Melbourne, Australia",,,,,,,,,,,,,,,,,,,,,,,p,
Acontia candefacta,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,1,0,0,0,0,0,,A,1966,1,Ukraine,,Poltavsky et al. (2008) Entomological News 119:531-536,,p,,,,,,,,,,,,,,,,,,,,,,
Acontia crocata,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,1,0,0,0,0,0,,A,2003,2,France,,"Letellier M. (2003) Une Noctuelle exotique, Acontia crocata (Guenée, 1852), capturée dans les Deux-Sèvres (Lepidoptera Noctuidae Acontiinae). Alexanor 23: 45-48 ",,,,,,,,,,,,,,,,,,,,,,,p,
Acorus calamus,Plantae,Magnoliophyta,Liliopsida,Arales,Acoraceae,0,1,0,0,0,0,,A,1550,2,Austria,,"Essl and Rabitsch (2002) Neobiota in Österreich. Umweltbundesamt Wien, 432 pp",,,,,,,,,p,,,,,,,,,,,,,,,
Acorus gramineus,Plantae,Magnoliophyta,Liliopsida,Arales,Acoraceae,1,1,0,0,0,0,,A,1500,2,Austria,,"Essl and Rabitsch (2002) Neobiota in Österreich. Umweltbundesamt Wien, 432 pp",,,,,,,,,,,,,,,,,,,,,,,p,
Acremonium cucurbitacearum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Incertae sedis,1,0,0,0,1,0,,A,1994,3,Spain,,"García-Jiménez J. et al. 1994. Plant Disease 78, 416–9",,,,,,,,,,,,,p,,,,,,,,,,,
Acridotheres cristatellus,Animalia,Chordata,Aves,Passeriformes,Sturnidae,1,0,0,0,0,0,,A,1983,2,Austria,,"Kresse A And Kepka O (1988). Haubenmaina (Acridotheres Cristatellus) (L.), Ansassig In Graz. Mitt. Abt. Zool. Landesmus. Joanneum 41: 49-50.",,,,,,,,,,,,,,,,,,,,,,,p,
Acridotheres tristis,Animalia,Chordata,Aves,Passeriformes,Sturnidae,1,0,0,0,0,0,HI,A,1956,3,UK,,Long Jl (1981). Introduced Birds Of The World. Universe Books. New York. 528 pp.,,,,,p,,,,,,p,,,,,,,,,,,, ,
Acritus analis,Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,1,0,0,0,0,0,,A,,,Spain (Canary Islands),,,1,,,,,,,,,,,,,,,,,,,,,,p,
Acritus nigricornis,Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,1,0,0,0,0,0,,Q,,,,,,1,,,,,,,,,,,,,,,,,,,,,,p,
Acrochaetium robustum,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,0,0,1,0,0,0,,A,1944,2,Egypt,,"Aleem, A.A., 1950. Meddelanden Fran Goteborgs Botaniska Tradgard, 18, 275.",,,,,,,,,,,,,,,,p,,,p,,,,,
Acrochaetium spathoglossi,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,0,0,1,0,0,0,,A,1944,2,Egypt,,"Aleem, A.A., 1950. Meddelanden Fran Goteborgs Botaniska Tradgard, 18, 275.",,,,,,,,,,,,,,,,p,,,p,,,,,
Acrochaetium subseriatum,Plantae,Rhodophyta,Florideophyceae,Acrochaetiales,Acrochaetiaceae,0,0,1,0,0,0,,A,1944,2,Egypt,,"Aleem, A.A., 1950. Meddelanden Fran Goteborgs Botaniska Tradgard, 18, 275.",,,,,,,,,,,,,,,,p,,,p,,,,,
Acrocinus longimanus,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,1,0,0,0,0,0,,A,1977,2,Portugal,,Cocquempot & Lindelöw (2010) BioRisk 4: 193–218,,,,,,,,,,,,,p,,,,,,,,,,,
Acrocrypta purpurea,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,1,0,0,0,0,0,,A,1994,2,Netherlands,,Beenen R (2006) Translocation in leaf beetles (Coleoptera: Chrysomelidae). Bonner zoologische Beiträge 54 [2005]: 179–199.,,,,,,,,,,,,,p,,,,,,,,,,,
Acropoma japonicum,Animalia,Chordata,Actinopterygii,Perciformes,Acropomatidae,0,0,1,0,0,0,,A,1987,2,Italy,,"Orsi Relini, L., 1990. Synagrops japonicus (Steindachner e Doderlein, 1884) (Pisces, Acropomatidae) nel Mediterraneo: un migrante lessepsiano? Oebalia, 16-1: 217-223.",,,,,,,,,,,,,,,,p,,,,,,,,
Acrotelsa collaris,Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,1,0,0,0,0,0,,Q,1954,3,Netherlands,,"Wygodzinsky P, 1954, The Thysanura of the Netherlands (Apterygota, Insecta), Natuurhistorisch Maandblad, 43, 67-72",1,,,,,,,,,,,,p,,,,,,,,,,,
Acrotelsella impudica ,Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,1,0,0,0,0,0,,Q,1936,2,Germany,,"Weidner H, 1983, Nach Hamburg eingeschleppte Collembola und Zygentoma., Anz. Schädlingskd. Pflanzenschutz-Umweltschutz , 56, 105-107",,,,,,,,,,,,,p,,,,,,,,,,,
Acrothamnion preissii,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Champiaceae,0,0,1,0,0,0,HI,A,1969,3,Italy,,"Cinelli, F. & Sartoni, G., 1969 Pubbl. staz. Zool. Napoli, 37: 567.",,,,,p,,,,,,,,,,,p,,,,,,,,
Acrothrix gracilis,Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,0,0,1,0,0,0,,A,1998,2,France,,"Verlaque, M., 2000. Actualisation de la flore des macrophytes des etangs de Thau (Herault) et de Salses-Leucate (Aude – Pyrenees-Orientales), in: PNEC « Lagunes Mediterraneennes », Theme 1, le compartiment ‘Macrophytes’, GIS Posidonie - IFREMER Report, 6.",,,,,,,,,,,,,,,p,,,,,,,,,
Acrotona parens,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,1,0,0,0,0,0,,A,1967,2,Sweden,,,1,,,,,,,,,,,,,,,,,,,,,,p,
Acrotona pseudotenera,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,1,0,0,0,0,0,,A,1988,2,Finland,,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,p,,,,,,,,,,,
Acrotrichis cognata,Animalia,Arthropoda,Insecta,Coleoptera,Ptiliidae,1,0,0,0,0,0,,A,1932,2,Sweden,,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,p,,,,,,,,,,,
Acrotrichis henrici,Animalia,Arthropoda,Insecta,Coleoptera,Ptiliidae,1,0,0,0,0,0,,A,1966,2,UK,,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,p,,,,,,,,,,,
Acrotrichis insularis,Animalia,Arthropoda,Insecta,Coleoptera,Ptiliidae,1,0,0,0,0,0,,A,1965,2,,,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,p,,,,,,,,,,,
Acrotrichis josephi,Animalia,Arthropoda,Insecta,Coleoptera,Ptiliidae,1,0,0,0,0,0,,A,1987,2,UK,,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,p,,,,,,,,,,,
Acrotrichis sanctaehelenae,Animalia,Arthropoda,Insecta,Coleoptera,Ptiliidae,1,0,0,0,0,0,,A,1964,2,Spain (Canary Islands),,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,p,,,,,,,,,,,
Actaea savignii,Animalia,Arthropoda,Malacostraca,Decapoda,Xanthidae,0,0,1,0,0,0,,A,2010,2,Israel,,"Ünsal Karhan et al., 2013. First Mediterranean record of Actaea savignii (H. Milne Edwards, 1834)(Crustacea: Decapoda: Brachyura: Xanthidae), an additional Erythraean alien crab. Bioinvasions records, 2.1",,,,,,,,,,,,,,,,,,,,,,,p,
Acteocina crithodes,Animalia,Mollusca,Gastropoda,Cephalaspidea,Cylichnidae,0,0,1,0,0,0,,A,2003,2,Turkey,,"Mienis, H.K., 2004. New data concerning the presence of Lessepsian and other Indo-Pacific migrants among the molluscs in the Mediterranean Sea with emphasize on the situation in Israel. pp. 117-131. In: B.Ozturk & A.Salman (eds.). 1st National malacology .",,,,,,,,,,,,,,,,p,,,,,,,,
Acteocina mucronata,Animalia,Mollusca,Gastropoda,Cephalaspidea,Cylichnidae,0,0,1,0,0,0,,A,1986,2,"Lebanon, Israel",,"Bogi, C. & Giannini, F., 1990. Notes on a few molluscs, found in the Mediterranean Sea. La Conchiglia, 22 (256): 48-51.",,,,,,,,,,,,,,,,,,,p,,,,,
Actias isabellae,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,1,0,0,0,0,0,,A,1987,2,Switzerland,,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668,1,,,,p,,,,,,,,,,,,,,,,,,,
Actinocleidus oculatus,Animalia,Platyhelminthes,Trematoda,Monopisthocotylea,Dactylogyridae,0,1,0,0,1,0,,A,1975,3,France,,"Lambert  (1975) Comptes Rendus Hebdomadaire des Seances de L'Academie des Sciences, Paris, D 281: 1329-1332",,,,,,,,p,,,,,,,,,,,,,,,,
Actinocleidus recurvatus,Animalia,Platyhelminthes,Trematoda,Monopisthocotylea,Dactylogyridae,0,1,0,0,1,0,,A,1975,3,France,,"Lambert  (1975) Comptes Rendus Hebdomadaire des Seances de L'Academie des Sciences, Paris, D 281: 1329-1332",,,,,,,,p,,,,,,,,,,,,,,,,
Actinocyclus normanii,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Hemidiscaceae,0,1,0,0,0,0,,A,1986,2,Russia ,,"Panov VE et al. (2007) In: F. Gherardi (ed) Biological Invaders in Inland Waters: Profiles, Distribution and Threats. Invading Nature - Springer Series in Invasion Ecology, Vol. 2:  639–656",1,,,,,,,,,,,,,,,,,,,,,p,,
Actinopteryx fucicola,Animalia,Arthropoda,Insecta,Coleoptera,Ptiliidae,1,0,0,0,0,0,,A,2005,3,Portugal (Azores),,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Actumnus globulus,Animalia,Arthropoda,Malacostraca,Decapoda,Pilumnidae,0,0,1,0,0,0,,A,1978,2,Italy,,"Falciai, L., 2003. First record of Menaethius monoceros  (Latreille, 1825) (Decapoda, Majidae) in the central Tyrrhenian Sea. Crustaceana, 75 (10): 1279-1283.",,,,,,,,,,,,,,,,p,,,p,,,,,
Aculops allotrichus,Animalia,Arthropoda,Arachnida,Acariformes,Eriophyidae,1,0,0,0,0,0,,A,1912,2,Romania,,Navajas et al. (2010) Biorisk 4: 149-192,,,,,,,,,,,,,p,,,,,,,,,,,
Aculops fuchsiae,Animalia,Arthropoda,Arachnida,Acariformes,Eriophyidae,1,0,0,0,0,0,HI,A,2003,2,France,,Navajas et al. (2010) Biorisk 4: 149-192,,,,,,,,,,,,,p,,,,,,,,,,,
Aculops gleditsiae,Animalia,Arthropoda,Arachnida,Acariformes,Eriophyidae,1,0,0,0,0,0,,A,1993,2,Serbia,,Petanović (1993) 20th Symposium of entomologists of  Yugoslavia: 22,,,,,,,,,,,,,p,,,,,,,,,,,
Aculops lycopersici,Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,1,0,0,0,0,0,HI,Q,,,,,,1,,,,,,,,,,,,P,,,,,,,,,,,
Aculops pelekassi,Animalia,Arthropoda,Arachnida,Acariformes,Eriophyidae,1,0,0,0,0,0,,A,1958,2,Greece,,Navajas et al. (2010) Biorisk 4: 149-192,,,,,,,,,,,,,p,,,,,,,,,,,
Aculops rhodensis,Animalia,Arthropoda,Arachnida,Acariformes,Eriophyidae,1,0,0,0,0,0,,A,1997,2,Hungary,,Ripka & de Lillo (1997) Folia Entomol. Hung. 58: 147-157.,,,,,,,,,,,,,p,,,,,,,,,,,
Aculus hippocastani,Animalia,Arthropoda,Arachnida,Prostigmata,Eriophyidae,1,0,0,0,0,0,,A,1907,3,Czech Republic,,Navajas et al. (2010) Biorisk 4: 149-192,1,,,,,,,,,,,,p,,,,,,,,,,,
Aculus ligustri,Animalia,Arthropoda,Arachnida,Acariformes,Eriophyidae,1,0,0,0,0,0,,A,1993,2,Italy,,Fauna Italia. Eriophyidae. Accessed at http://www.faunaitalia.it/checklist/invertebrates/families/Eriophyidae.html,,,,,,,,,,,,,p,,,,,,,,,,,
Acyrthosiphon auriculae,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,1,0,0,0,0,0,,C,1979,2,UK,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Acyrthosiphon caraganae,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,1,0,0,0,0,0,,A,1907,2,Russia,,"Cœur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474",1,,,,,,,,,,,,p,,,,,,,,,,,
Acyrthosiphon ignotum,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,1,0,0,0,0,0,,Q,,,,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Acyrthosiphon kondoi,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,1,0,0,0,0,0,,A,2004,2,France,,"Cœur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474",1,,,,,,,,,,,,p,,,,,,,,,,,
Acyrthosiphon malvae,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,1,0,0,0,0,0,,C,,,,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Acyrthosiphon pisum,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,1,0,0,0,0,0,,C,,,,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Acyrthosiphon primulae,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,1,0,0,0,0,0,,A,1913,2,UK,,"Cœur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474",1,,,,,,,,,,,,p,,,,,,,,,,,
Adelencyrtus aulacaspidis,Animalia,Arthropoda,Insecta,Hymenoptera,Encyrtidae,1,0,0,0,1,0,,A,1930,1,France,,Rasplus et al. (2010) BioRisk 4: 669–776,,p,,,,,,,,,,,,,,,,,,,,,,
Adelges laricis,Animalia,Arthropoda,Insecta,Hemiptera,Adelgidae,1,0,0,0,0,0,,A,1871,2,UK,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Adelges tsugae,Animalia,Arthropoda,Insecta,Hemiptera,Adelgidae,1,0,0,0,0,0,,Q,1953,2,Ukraine,,,,,,,,,,,,,,,p,,,,,,,,,,,
Adiantum raddianum,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,1,0,0,0,0,0,HI,A,1997,1,UK,,,,,,,,,p,,p,,,p,,,,,p,,,,,,,
Adistemia watsoni,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,1,0,0,0,0,0,,C,1959,2,Czech Republic,,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,p,,,,,,,,,,,
Adota maritima,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,1,0,0,0,0,0,,Q,,,UK,,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Adoxoph1 orana,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,1,0,0,0,0,0,,A,1950,2,UK,,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668,1,,,,,,,,,,,,P,,,,,,,,,,,
Aecidium trifolii-repentis,Fungi,Basidiomycota,Teliomycetes,Uredinales,Pucciniaceae,1,0,0,0,1,0,,C,1880,3,,,"Castagne 1880, Herb. myc.: no. 1994",,,,,,,,,,,,,,,,,,,,,,,p,
Aedes albopictus,Animalia,Arthropoda,Insecta,Diptera,Culicidae,1,1,0,0,1,0,HI,A,1979,2,Albania,,Adhami & Murati (1987) Rev. Mjekësore 1: 13–16.,,,,,,,,,,,,,"p,s",,,p,,s,,,,,,
Aedes cinereus,Animalia,Arthropoda,Insecta,Diptera,Culicidae,1,0,0,0,0,0,,A,2006,4,UK,,"Taylor MA, Jackson V, Zimmer I, Huntley S, Tomlinson A, Grant R (2006). Qualitative Veterinary Risk Assessment: Introduction of Exotic Diseases (other than Rabies) in the UK. Sand Hutton, York: Central Science Laboratory, Veterinary Surveillance Team. 49 pp.",1,,,,,,,,,,,,,,,,,,,,,,p,
Aedes japonicus,Animalia,Arthropoda,Insecta,Diptera,Culicidae,1,1,0,0,1,0,,A,2000,2,France,,Schaffner et al. (2003) J. Americ. Mosquito Contr. Assoc. 19: 1–5.,,,,,,,,,,,,,p,,,p,,,,,,,,
Aedes koreicus,Animalia,Arthropoda,Insecta,Diptera,Culicidae,0,1,0,0,1,0,,Q,2008,2,Belgium,,,,,,,,,,,,,,,p,,,,,,,,,,,
Aedes vexans,Animalia,Arthropoda,Insecta,Diptera,Culicidae,1,0,0,0,0,0,,A,1900,3,UK,,,1,,,,,,,,,,,,,,,,,,,,,,p,
Aegilops cylindrica,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,1,0,0,0,0,0,HI,A,1831,1,Germany,,,,,,,,,,,,,,,p,,,,,s,,,,,,
Aelurostrongylus abstrusus,Animalia,Nematoda,Secernentea,Strongylida,Angiostrongylidae,1,0,0,0,1,0,,C,1977,3,Hungary,,Kavai A. (1977)  Parasitologia Hungarica 10: 91-93.,1,,,,,p,,,,,,,,,,,,,,,,s,,other: slugs
Aenasius flandersi,Animalia,Arthropoda,Insecta,Hymenoptera,Encyrtidae,1,0,0,0,1,0,,A,1999,3,Spain (Canary Islands),,Báez M. & Askew R.R. (1999) New records of Chalcidoidea (Hymenoptera) from the Canary Islands. Boletin de la Asociation Española de Entomologia 23(1-2):74,,,,,,,,,,,,,,,,,,,,,,,p,
Aeolosoma headleyi,Animalia,Annelida,Polychaeta,Scolecida,Aeolosomatidae,0,1,0,0,0,0,,Q,,,Poland,,,1,,,,,,,,,,,,,,,,,,,,,,p,
Aeolothrips collaris,Animalia,Arthropoda,Insecta,Thysanoptera,Aeolothripidae,1,0,0,0,0,0,,A,2009,4,Spain (Canary Islands),,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp.",1,,,,,,,,,,,,,,,,,,,,,,p,
Aeolothrips fasciatus,Animalia,Arthropoda,Insecta,Thysanoptera,Aeolothripidae,1,0,0,0,0,0,,A,2005,4,Portugal (Azores),,Reynaud (2010) BioRisk 4: 767–791.,1,,,,,,,,,,,,,,,,,,,,,,P,
Aeolothrips linarius,Animalia,Arthropoda,Insecta,Thysanoptera,Aeolothripidae,1,0,0,0,0,0,,A,,4,Spain,Spain / Ukraine,,,,,,,,,,,,,,,,,,,,,,,,p,
Aeolothrips tenuicornis,Animalia,Arthropoda,Insecta,Thysanoptera,Aeolothripidae,1,0,0,0,0,0,,A,2009,4,Spain (Canary Islands),,"Arechavaleta, M., S. Rodríguez, N. Zurita & A. García (Coord.) 2010. Lista de especies silvestres de Canarias (hongos, plantas y animales terrestres) 2009. Gobierno de Canarias. 579 pp.",1,,,,,,,,,,,,,,,,,,,,,,p,
Aeolothrips wittmeri,Animalia,Arthropoda,Insecta,Thysanoptera,Aeolothripidae,1,0,0,0,0,0,,A,2003,3,Ukraine,,"Zur Strassen R (2003) Die terebranten Thysanopteren Europas und des Mittelmeer-Gebietes. Die Tierwelt Deutschlands 74. Keltern, Germany: Verlag Goecke and Evers. 277 pp.",,,,,,,,,,,,,,,,,,,,,,,p,
Aequorea conica,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,0,0,1,0,0,0,,A,1988,3,Lebanon,<1988,"Goy, J., Lakkis, S. & Zeidane, R., 1988. Les Meduses de la Mediterranee, Rapports et Proces-Verbaux des Reunions de la Commission Internationale pour l'Exploration Scientifique de la Mer Mediterranee, Monaco., 31(2): 299.",,,,,,,,,,,,,,,,,,,p,,,,,
Aequorea globosa,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,0,0,1,0,0,0,,A,2011,2,Turkey,,"Turan, C., Gurlek, M., Yaglioglu, D. & Seyhan, D., 2011. A new alien jellyfish species in the Mediterranean Sea - Aequorea globosa Eschscholtz, 1829 (Cnidaria: Hydrozoa). J. Black Sea/Mediterranean Environment,  17(3): 282-286.",,,,,,,,,,,,,,,,p,,,,,,,,
Aerococcus viridans,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,0,0,1,0,0,0,,A,1961,3,Ireland,,"Gibson, F.A., 1961. Gaffkaemia in stored lobsters. ICES Shellfish Committee CM No 58.",,,,,,,,,,,,,,,p,,,,,,,,,
Aeromonas salmonicida,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,0,0,1,0,0,0,,A,1951,2,Sweden,,"Johnsen, B.O. & Jensen, A.J., 1994. The spread of furunculosis in salmonids in Norwegian rivers. Journal of Fish Biology, 45(1), 47-55.",,,,,,,,,,,,,,,p,,,,,,,,,
Aeschynomene indica,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,1,1,0,0,0,0,HI,A,1999,2,Belgium,,,,,,,,,,,,,,,p,,,,,,,,,,,
Aeverrillia setigera,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Aeverrilliidae,0,0,1,0,0,0,,A,1924,2,Egypt,,"Hastings, A.B., 1927. Cambridge Expedition to the Suez Canal, 1924. Pt. 20. Report on the Polyzoa. Transactions of the zoological Society of London, 22: 331-354.",,,,,,,,,,,,,,,,,,,,,,,p,
Afrocardium richardi,Animalia,Mollusca,Bivalvia,Veneroida,Cardiidae,0,0,1,0,0,0,,A,1997,2,Israel,,"Bogi, C. & Galil, B. S., 1999. New findings along the Israeli coast.  La Conchiglia 31(292): 22-29, 63.",,,,,,,,,,,,,,,,,,,p,,,,,
Agabiformius lentus,Animalia,Arthropoda,Malacostraca,Isopoda,Porcellionidae,1,0,0,0,0,0,,A,1957,3,Portugal (Azores),,Vandel A. (1957) Les Isopodes terrestres des Açores. Mem. Mus. Hist. Nat. Paris 8 : 249- 264.,1,,,,,,,,,,,,,,,,,,,,,,p,
Agama agama,Animalia,Chordata,Reptilia,Squamata,Agamidae,1,0,0,0,0,0,,Q,1979,1,Malta,,"Kraus F. 2009. Alien Reptiles and Amphibians. A Scientific Compendium and Analysis. Springer, Dordrecht, The Netherlands. Kraus, F., and E.W. Campbell III. 2002.",,,,,,,,,,,p,,p,,,p,,,,,,,,
Agama planiceps,Animalia,Chordata,Reptilia,Squamata,Agamidae,1,0,0,0,0,0,,Q,2011,3,Spain (Canary Islands),,"Base de Datos de Especies Introducidas en Canarias, 2011. Gobierno de Canarias. http://www.interreg-bionatura.com/especies/index.php?opt=verDatos#",,,,,p,,,,,,p,,,,,,,,,,,,,
